2014-10-1,67.39217678886045
2014-10-2,43.144352512987936
2014-10-3,44.83874830490353
2014-10-6,56.84361299705868
2014-10-7,48.184710450211426
2014-10-8,51.53314542443453
2014-10-9,38.518612703748474
2014-10-10,64.51471873370821
2014-10-14,45.26221575802727
2014-10-15,55.52930959367825
2014-10-16,41.845265001631304
2014-10-17,41.04466775076308
2014-10-20,53.34805816941319
2014-10-21,47.68514397497204
2014-10-22,54.686047403268546
2014-10-23,42.10017430760192
2014-10-24,39.67656199465137
2014-10-27,51.95031408535292
2014-10-28,58.018275249923335
2014-10-29,50.65919520083422
2014-10-30,37.49289910125373
2014-10-31,38.36270544086828
2014-11-4,47.477914518474044
2014-11-5,63.70328968086061
2014-11-6,38.30812196810193
2014-11-7,61.178760353308746
2014-11-10,50.93853020439284
2014-11-11,44.895263227989076
2014-11-12,50.18031120861107
2014-11-13,35.647983914314565
2014-11-14,34.33904117109516
2014-11-17,51.24856322078748
2014-11-18,43.14334558671843
2014-11-19,48.30371377086458
2014-11-20,35.38460411575059
2014-11-21,53.94843514987978
2014-11-25,46.278257304896115
2014-11-26,50.039540659138176
2014-11-27,33.69319607208375
2014-11-28,33.39158696154253
